x,y,yaw
-42.4094,50.7064,2.9427
-42.5226,50.7305,2.9359
-42.6345,50.7530,2.9426
-42.7470,50.7754,2.9423
-42.8597,50.7976,2.9471
-42.9731,50.8195,2.9483
-43.0867,50.8425,2.9433
-43.2003,50.8648,2.9480
-43.3142,50.8870,2.9482
-43.4286,50.9093,2.9494
-43.5418,50.9302,2.9564
-43.6547,50.9518,2.9524
-43.7684,50.9734,2.9548
-43.8816,50.9946,2.9552
-43.9945,51.0169,2.9482
-44.1072,51.0393,2.9468
-44.2198,51.0609,2.9501
-44.3329,51.0830,2.9495
-44.4460,51.1040,2.9570
-44.5596,51.1251,2.9558
-44.6733,51.1468,2.9550
-44.7857,51.1680,2.9534
-44.8985,51.1904,2.9487
-45.0110,51.2115,2.9555
-45.1234,51.2326,2.9543
-45.2364,51.2543,2.9535
-45.3475,51.2769,2.9423
-45.4589,51.3008,2.9350
-45.5707,51.3240,2.9375
-45.6832,51.3464,2.9415
-45.7962,51.3699,2.9381
-45.9096,51.3929,2.9410
-46.0228,51.4170,2.9334
-46.1354,51.4406,2.9357
-46.2479,51.4632,2.9397
-46.3610,51.4866,2.9392
-46.4744,51.5088,2.9466
-46.5881,51.5312,2.9454
-46.7020,51.5541,2.9446
-46.8160,51.5766,2.9453
-46.9302,51.6000,2.9417
-47.0443,51.6222,2.9485
-47.1585,51.6445,2.9473
-47.2728,51.6672,2.9465
-47.3866,51.6886,2.9534
-47.5007,51.7103,2.9527
-47.6139,51.7318,2.9539
-47.7263,51.7543,2.9463
-47.8396,51.7771,2.9449
-47.9530,51.7987,2.9514
-48.0666,51.8216,2.9442
-48.1800,51.8445,2.9438
-48.2932,51.8664,2.9471
-48.4068,51.8894,2.9437
-48.5191,51.9109,2.9524
-48.6314,51.9311,2.9572
-48.7442,51.9525,2.9556
-48.8575,51.9727,2.9624
-48.9711,51.9938,2.9583
-49.0848,52.0152,2.9577
-49.1980,52.0354,2.9616
-49.3110,52.0567,2.9566
-49.4233,52.0783,2.9519
-49.5351,52.1014,2.9424
-49.6477,52.1247,2.9407
-49.7606,52.1473,2.9427
-49.8738,52.1708,2.9381
-49.9874,52.1936,2.9433
-50.1017,52.2156,2.9480
-50.2160,52.2385,2.9456
-50.3298,52.2614,2.9430
-50.4433,52.2854,2.9363
-50.5566,52.3085,2.9399
-50.6699,52.3316,2.9397
-50.7834,52.3547,2.9403
-50.8971,52.3768,2.9480
-51.0108,52.3994,2.9450
-51.1243,52.4221,2.9456
-51.2379,52.4446,2.9452
-51.3519,52.4672,2.9459
-51.4653,52.4880,2.9570
-51.5791,52.5094,2.9545
-51.6926,52.5311,2.9524
-51.8044,52.5538,2.9443
-51.9167,52.5773,2.9385
-52.0293,52.6000,2.9419
-52.1422,52.6239,2.9348
-52.2554,52.6478,2.9352
-52.3683,52.6704,2.9410
-52.4814,52.6940,2.9367
-52.5949,52.7170,2.9419
-52.7086,52.7390,2.9466
-52.8220,52.7624,2.9411
-52.9355,52.7852,2.9416
-53.0488,52.8088,2.9382
-53.1623,52.8317,2.9422
-53.2756,52.8545,2.9420
-53.3889,52.8773,2.9424
-53.5025,52.8997,2.9467
-53.6163,52.9225,2.9436
-53.7301,52.9455,2.9442
-53.8439,52.9682,2.9435
-53.9577,52.9915,2.9410
-54.0710,53.0135,2.9485
-54.1847,53.0358,2.9479
-54.2985,53.0579,2.9496
-54.4124,53.0800,2.9490
-54.5266,53.1030,2.9441
-54.6399,53.1251,2.9494
-54.7527,53.1457,2.9559
-54.8659,53.1676,2.9521
-54.9793,53.1887,2.9566
-55.0926,53.2101,2.9554
-55.2063,53.2316,2.9547
-55.3188,53.2512,2.9666
-55.4305,53.2708,2.9645
-55.5426,53.2925,2.9562
-55.6556,53.3134,2.9590
-55.7663,53.3313,2.9767
-55.8767,53.3460,2.9978
-55.9888,53.3617,2.9989
-56.1019,53.3783,2.9968
-56.2161,53.3942,3.0016
-56.3300,53.4092,3.0088
-56.4430,53.4216,3.0253
-56.5559,53.4351,3.0212
-56.6689,53.4499,3.0140
-56.7830,53.4652,3.0112
-56.8973,53.4791,3.0189
-57.0119,53.4921,3.0265
-57.1255,53.5050,3.0252
-57.2390,53.5198,3.0164
-57.3535,53.5338,3.0198
-57.4671,53.5464,3.0295
-57.5807,53.5568,3.0438
-57.6941,53.5666,3.0493
-57.8074,53.5788,3.0380
-57.9215,53.5917,3.0331
-58.0365,53.6036,3.0375
-58.1515,53.6152,3.0412
-58.2652,53.6267,3.0382
-58.3789,53.6400,3.0290
-58.4933,53.6535,3.0274
-58.6083,53.6659,3.0325
-58.7222,53.6776,3.0376
-58.8355,53.6905,3.0292
-58.9494,53.7047,3.0220
-59.0639,53.7179,3.0270
-59.1786,53.7299,3.0340
-59.2922,53.7415,3.0389
-59.4060,53.7545,3.0295
-59.5204,53.7673,3.0321
-59.6356,53.7793,3.0355
-59.7509,53.7908,3.0413
-59.8656,53.8009,3.0502
-59.9805,53.8101,3.0577
-60.0960,53.8189,3.0633
-60.2121,53.8271,3.0687
-60.3262,53.8337,3.0810
-60.4399,53.8401,3.0815
-60.5540,53.8484,3.0725
-60.6685,53.8578,3.0639
-60.7838,53.8664,3.0672
-60.8996,53.8742,3.0726
-61.0156,53.8813,3.0780
-61.1315,53.8878,3.0835
-61.2477,53.8937,3.0889
-61.3643,53.8989,3.0944
-61.4806,53.9038,3.0974
-61.5964,53.9083,3.1017
-61.7119,53.9114,3.1105
-61.8272,53.9139,3.1176
-61.9424,53.9154,3.1248
-62.0573,53.9188,3.1134
-62.1727,53.9228,3.1111
-62.2878,53.9254,3.1177
-62.4032,53.9264,3.1284
-62.5185,53.9269,3.1339
-62.6332,53.9289,3.1254
-62.7484,53.9313,3.1238
-62.8636,53.9323,3.1318
-62.9791,53.9324,3.1376
-63.0944,53.9338,3.1309
-63.2096,53.9341,3.1378
-63.3251,53.9343,3.1374
-63.4404,53.9356,3.1325
-63.5560,53.9362,3.1362
-63.6721,53.9367,3.1359
-63.7882,53.9368,3.1398
-63.9040,53.9364,-3.1407
-64.0191,53.9377,3.1328
-64.1345,53.9393,3.1311
-64.2503,53.9398,3.1362
-64.3665,53.9395,-3.1416
-64.4821,53.9399,3.1367
-64.5977,53.9411,3.1346
-64.7136,53.9411,3.1398
-64.8296,53.9405,-3.1383
-64.9452,53.9409,3.1383
-65.0610,53.9416,3.1381
-65.1768,53.9408,-3.1369
-65.2922,53.9400,-3.1368
-65.4076,53.9402,3.1412
-65.5231,53.9409,3.1385
-65.6386,53.9405,-3.1398
-65.7536,53.9404,3.1413
-65.8684,53.9425,3.1282
-65.9838,53.9439,3.1308
-66.0994,53.9437,3.1395
-66.2153,53.9431,-3.1383
-66.3311,53.9435,3.1382
-66.4471,53.9442,3.1374
-66.5633,53.9440,-3.1407
-66.6794,53.9431,-3.1368
-66.7955,53.9432,-3.1412
-66.9111,53.9443,3.1349
-67.0269,53.9446,3.1389
-67.1432,53.9441,-3.1389
-67.2595,53.9437,-3.1403
-67.3758,53.9444,3.1381
-67.4922,53.9442,-3.1407
-67.6087,53.9434,-3.1368
-67.7248,53.9437,3.1396
-67.8411,53.9445,3.1374
-67.9577,53.9443,-3.1407
-68.0731,53.9430,-3.1324
-68.1853,53.9390,-3.1137
-68.2986,53.9345,-3.1063
-68.4126,53.9287,-3.0953
-68.5268,53.9238,-3.0999
-68.6414,53.9204,-3.1086
-68.7565,53.9177,-3.1148
-68.8726,53.9155,-3.1200
-68.9888,53.9125,-3.1164
-69.1047,53.9095,-3.1170
-69.2192,53.9076,-3.1212
-69.3295,53.9025,-3.1012
-69.4406,53.8956,-3.0886
-69.5529,53.8883,-3.0804
-69.6660,53.8821,-3.0866
-69.7795,53.8775,-3.0968
-69.8934,53.8740,-3.1070
-70.0042,53.8686,-3.0935
-70.1141,53.8601,-3.0740
-70.2255,53.8512,-3.0682
-70.3380,53.8444,-3.0789
-70.4506,53.8380,-3.0807
-70.5610,53.8287,-3.0632
-70.6723,53.8178,-3.0506
-70.7846,53.8065,-3.0467
-70.8971,53.7969,-3.0525
-71.0098,53.7851,-3.0413
-71.1235,53.7726,-3.0364
-71.2378,53.7612,-3.0408
-71.3513,53.7483,-3.0308
-71.4655,53.7347,-3.0270
-71.5802,53.7216,-3.0285
-71.6953,53.7097,-3.0364
-71.8082,53.6961,-3.0231
-71.9214,53.6810,-3.0141
-72.0350,53.6677,-3.0238
-72.1487,53.6550,-3.0272
-72.2618,53.6408,-3.0192
-72.3756,53.6259,-3.0139
-72.4898,53.6122,-3.0206
-72.6030,53.5974,-3.0126
-72.7165,53.5816,-3.0073
-72.8305,53.5678,-3.0183
-72.9448,53.5547,-3.0245
-73.0576,53.5408,-3.0172
-73.1701,53.5248,-3.0057
-73.2833,53.5095,-3.0086
-73.3957,53.4958,-3.0182
-73.5084,53.4834,-3.0252
-73.6208,53.4687,-3.0155
-73.7343,53.4541,-3.0157
-73.8479,53.4407,-3.0224
-73.9610,53.4293,-3.0359
-74.0745,53.4195,-3.0499
-74.1884,53.4115,-3.0642
-74.3018,53.4023,-3.0596
-74.4135,53.3903,-3.0416
-74.5253,53.3776,-3.0336
-74.6353,53.3626,-3.0136
-74.7438,53.3459,-2.9961
-74.8520,53.3263,-2.9749
-74.9603,53.3048,-2.9559
-75.0678,53.2810,-2.9340
-75.1717,53.2552,-2.9095
-75.2675,53.2259,-2.8663
-75.3708,53.1865,-2.8081
-75.4622,53.1427,-2.7385
-75.5563,53.0857,-2.6573
-75.6392,53.0229,-2.5645
-75.7203,52.9459,-2.4588
-75.7890,52.8638,-2.3563
-75.8454,52.7804,-2.2571
-75.8927,52.6910,-2.1558
-75.9341,52.5955,-2.0653
-75.9642,52.4891,-1.9455
-75.9813,52.3814,-1.8283
-75.9882,52.2721,-1.7269
-75.9837,52.1620,-1.6206
-75.9699,52.0611,-1.5271
-75.9452,51.9587,-1.4266
-75.9109,51.8531,-1.3352
-75.8742,51.7551,-1.2719
-75.8297,51.6581,-1.1978
-75.7765,51.5588,-1.1349
-75.7263,51.4665,-1.1022
-75.6715,51.3717,-1.0693
-75.6115,51.2773,-1.0295
-75.5462,51.1829,-0.9912
-75.4873,51.1012,-0.9671
-75.4258,51.0178,-0.9500
-75.3630,50.9312,-0.9473
-75.2983,50.8431,-0.9400
-75.2319,50.7546,-0.9322
-75.1653,50.6653,-0.9314
-75.0974,50.5770,-0.9182
-75.0277,50.4901,-0.9020
-74.9567,50.4033,-0.8920
-74.8851,50.3168,-0.8823
-74.8120,50.2321,-0.8674
-74.7378,50.1475,-0.8561
-74.6624,50.0635,-0.8437
-74.5854,49.9808,-0.8282
-74.5077,49.8975,-0.8241
-74.4297,49.8134,-0.8241
-74.3513,49.7300,-0.8175
-74.2721,49.6478,-0.8084
-74.1925,49.5670,-0.7974
-74.1129,49.4861,-0.7957
-74.0329,49.4051,-0.7925
-73.9523,49.3245,-0.7872
-73.8717,49.2429,-0.7913
-73.7908,49.1614,-0.7878
-73.7083,49.0807,-0.7799
-73.6268,48.9989,-0.7865
-73.5454,48.9168,-0.7881
-73.4641,48.8340,-0.7930
-73.3823,48.7516,-0.7898
-73.3007,48.6699,-0.7872
-73.2199,48.5871,-0.7951
-73.1392,48.5048,-0.7948
-73.0582,48.4236,-0.7892
-72.9771,48.3421,-0.7882
-72.8962,48.2610,-0.7862
-72.8148,48.1800,-0.7851
-72.7336,48.0985,-0.7863
-72.6526,48.0172,-0.7860
-72.5707,47.9364,-0.7816
-72.4888,47.8550,-0.7831
-72.4070,47.7728,-0.7866
-72.3254,47.6904,-0.7878
-72.2432,47.6099,-0.7778
-72.1611,47.5294,-0.7787
-72.0792,47.4481,-0.7813
-71.9981,47.3657,-0.7900
-71.9169,47.2830,-0.7925
-71.8359,47.2010,-0.7902
-71.7550,47.1200,-0.7885
-71.6739,47.0385,-0.7878
-71.5923,46.9576,-0.7828
-71.5108,46.8762,-0.7862
-71.4315,46.7941,-0.7983
-71.3525,46.7114,-0.8045
-71.2736,46.6278,-0.8106
-71.1935,46.5449,-0.8034
-71.1132,46.4618,-0.8030
-71.0323,46.3789,-0.7993
-70.9513,46.2958,-0.7989
-70.8704,46.2127,-0.7990
-70.7900,46.1298,-0.8004
-70.7100,46.0471,-0.8011
-70.6295,45.9643,-0.7994
-70.5482,45.8817,-0.7943
-70.4662,45.7990,-0.7917
-70.3844,45.7167,-0.7899
-70.3032,45.6338,-0.7953
-70.2233,45.5508,-0.8018
-70.1426,45.4677,-0.7995
-70.0616,45.3844,-0.8010
-69.9807,45.3015,-0.7977
-69.8996,45.2195,-0.7917
-69.8181,45.1372,-0.7915
-69.7369,45.0544,-0.7947
-69.6559,44.9720,-0.7937
-69.5757,44.8890,-0.8014
-69.4957,44.8071,-0.7951
-69.4141,44.7275,-0.7805
-69.3331,44.6469,-0.7846
-69.2519,44.5654,-0.7861
-69.1710,44.4840,-0.7877
-69.0920,44.4030,-0.7966
-69.0141,44.3213,-0.8056
-68.9359,44.2386,-0.8112
-68.8572,44.1552,-0.8124
-68.7771,44.0728,-0.8020
-68.6959,43.9908,-0.7951
-68.6150,43.9080,-0.7979
-68.5345,43.8247,-0.8022
-68.4546,43.7405,-0.8086
-68.3743,43.6564,-0.8077
-68.2940,43.5723,-0.8088
-68.2133,43.4881,-0.8062
-68.1326,43.4048,-0.8019
-68.0513,43.3223,-0.7955
-67.9699,43.2397,-0.7934
-67.8878,43.1575,-0.7882
-67.8053,43.0755,-0.7843
-67.7240,42.9929,-0.7919
-67.6430,42.9101,-0.7947
-67.5618,42.8273,-0.7945
-67.4806,42.7450,-0.7928
-67.3994,42.6625,-0.7948
-67.3184,42.5798,-0.7948
-67.2372,42.4975,-0.7930
-67.1563,42.4144,-0.7975
-67.0766,42.3320,-0.8022
-66.9982,42.2485,-0.8119
-66.9200,42.1639,-0.8206
-66.8418,42.0794,-0.8217
-66.7624,41.9958,-0.8133
-66.6820,41.9125,-0.8072
-66.6020,41.8285,-0.8101
-66.5227,41.7441,-0.8139
-66.4428,41.6611,-0.8060
-66.3621,41.5784,-0.8015
-66.2822,41.4957,-0.8021
-66.2018,41.4137,-0.7970
-66.1213,41.3317,-0.7950
-66.0402,41.2502,-0.7899
-65.9595,41.1681,-0.7946
-65.8794,41.0853,-0.7995
-65.7989,41.0033,-0.7951
-65.7182,40.9211,-0.7965
-65.6378,40.8380,-0.7998
-65.5575,40.7562,-0.7944
-65.4763,40.6744,-0.7913
-65.3952,40.5922,-0.7923
-65.3157,40.5099,-0.8015
-65.2376,40.4260,-0.8146
-65.1587,40.3421,-0.8143
-65.0796,40.2584,-0.8141
-65.0004,40.1741,-0.8157
-64.9203,40.0906,-0.8077
-64.8397,40.0078,-0.8032
-64.7596,39.9239,-0.8066
-64.6792,39.8396,-0.8085
-64.5993,39.7558,-0.8089
-64.5189,39.6728,-0.8024
-64.4384,39.5914,-0.7954
-64.3605,39.5096,-0.8060
-64.2833,39.4268,-0.8172
-64.2067,39.3429,-0.8255
-64.1283,39.2598,-0.8162
-64.0497,39.1763,-0.8173
-63.9713,39.0918,-0.8210
-63.8935,39.0069,-0.8275
-63.8158,38.9215,-0.8303
-63.7378,38.8359,-0.8317
-63.6593,38.7502,-0.8291
-63.5813,38.6660,-0.8255
-63.5059,38.5815,-0.8387
-63.4302,38.4964,-0.8407
-63.3547,38.4109,-0.8456
-63.2796,38.3260,-0.8462
-63.2046,38.2408,-0.8479
-63.1299,38.1546,-0.8550
-63.0558,38.0682,-0.8603
-62.9819,37.9812,-0.8656
-62.9090,37.8934,-0.8735
-62.8368,37.8056,-0.8803
-62.7645,37.7168,-0.8845
-62.6918,37.6281,-0.8849
-62.6204,37.5383,-0.8955
-62.5484,37.4480,-0.8959
-62.4767,37.3575,-0.8990
-62.4049,37.2674,-0.8990
-62.3349,37.1776,-0.9065
-62.2659,37.0873,-0.9146
-62.1978,36.9971,-0.9213
-62.1297,36.9058,-0.9270
-62.0620,36.8134,-0.9355
-61.9947,36.7199,-0.9430
-61.9271,36.6257,-0.9468
-61.8598,36.5310,-0.9506
-61.7926,36.4363,-0.9525
-61.7266,36.3416,-0.9614
-61.6611,36.2459,-0.9668
-61.5956,36.1501,-0.9702
-61.5302,36.0544,-0.9688
-61.4644,35.9585,-0.9703
-61.3982,35.8629,-0.9661
-61.3326,35.7671,-0.9702
-61.2677,35.6708,-0.9756
-61.2034,35.5742,-0.9811
-61.1389,35.4798,-0.9712
-61.0725,35.3865,-0.9593
-61.0064,35.2927,-0.9584
-60.9404,35.1983,-0.9601
-60.8751,35.1044,-0.9637
-60.8104,35.0095,-0.9699
-60.7457,34.9135,-0.9754
-60.6802,34.8176,-0.9713
-60.6145,34.7218,-0.9706
-60.5488,34.6260,-0.9693
-60.4826,34.5314,-0.9617
-60.4161,34.4368,-0.9600
-60.3505,34.3425,-0.9634
-60.2859,34.2472,-0.9713
-60.2203,34.1527,-0.9656
-60.1559,34.0593,-0.9687
-60.0920,33.9647,-0.9733
-60.0289,33.8698,-0.9823
-59.9676,33.7745,-0.9946
-59.9057,33.6786,-0.9954
-59.8436,33.5821,-0.9989
-59.7823,33.4854,-1.0045
-59.7217,33.3880,-1.0096
-59.6609,33.2912,-1.0098
-59.6016,33.1939,-1.0203
-59.5434,33.0958,-1.0300
-59.4856,32.9976,-1.0356
-59.4281,32.8995,-1.0402
-59.3721,32.8008,-1.0498
-59.3161,32.7017,-1.0517
-59.2599,32.6022,-1.0566
-59.2048,32.5020,-1.0653
-59.1504,32.4009,-1.0735
-59.0953,32.3000,-1.0707
-59.0404,32.1990,-1.0720
-58.9858,32.0980,-1.0740
-58.9326,31.9966,-1.0836
-58.8800,31.8955,-1.0901
-58.8284,31.7936,-1.0971
-58.7770,31.6907,-1.1036
-58.7258,31.5872,-1.1088
-58.6739,31.4833,-1.1077
-58.6219,31.3800,-1.1056
-58.5697,31.2775,-1.1024
-58.5187,31.1748,-1.1078
-58.4688,31.0719,-1.1157
-58.4201,30.9691,-1.1243
-58.3715,30.8661,-1.1291
-58.3228,30.7626,-1.1294
-58.2744,30.6590,-1.1304
-58.2250,30.5553,-1.1276
-58.1762,30.4508,-1.1334
-58.1272,30.3461,-1.1327
-58.0785,30.2414,-1.1343
-58.0294,30.1367,-1.1327
-57.9802,30.0315,-1.1328
-57.9301,29.9270,-1.1253
-57.8808,29.8226,-1.1299
-57.8336,29.7174,-1.1444
-57.7856,29.6129,-1.1381
-57.7368,29.5084,-1.1362
-57.6876,29.4042,-1.1305
-57.6381,29.3003,-1.1273
-57.5884,29.1962,-1.1255
-57.5405,29.0927,-1.1365
-57.4929,28.9890,-1.1379
-57.4456,28.8850,-1.1412
-57.3978,28.7809,-1.1396
-57.3504,28.6762,-1.1454
-57.3024,28.5717,-1.1401
-57.2533,28.4678,-1.1326
-57.2047,28.3638,-1.1339
-57.1566,28.2597,-1.1349
-57.1087,28.1555,-1.1396
-57.0612,28.0506,-1.1435
-57.0127,27.9458,-1.1388
-56.9640,27.8408,-1.1384
-56.9155,27.7360,-1.1372
-56.8675,27.6312,-1.1402
-56.8204,27.5270,-1.1451
-56.7729,27.4225,-1.1439
-56.7249,27.3174,-1.1437
-56.6768,27.2125,-1.1407
-56.6277,27.1084,-1.1340
-56.5801,27.0042,-1.1398
-56.5332,26.9000,-1.1463
-56.4868,26.7950,-1.1520
-56.4394,26.6899,-1.1465
-56.3908,26.5847,-1.1408
-56.3415,26.4800,-1.1329
-56.2924,26.3755,-1.1325
-56.2440,26.2711,-1.1364
-56.1976,26.1670,-1.1483
-56.1511,26.0619,-1.1509
-56.1035,25.9569,-1.1459
-56.0556,25.8517,-1.1439
-56.0073,25.7474,-1.1378
-55.9582,25.6441,-1.1330
-55.9106,25.5396,-1.1413
-55.8625,25.4352,-1.1387
-55.8151,25.3305,-1.1434
-55.7680,25.2257,-1.1446
-55.7194,25.1217,-1.1361
-55.6719,25.0177,-1.1430
-55.6249,24.9133,-1.1464
-55.5781,24.8084,-1.1490
-55.5318,24.7035,-1.1521
-55.4839,24.5990,-1.1440
-55.4353,24.4942,-1.1385
-55.3863,24.3895,-1.1357
-55.3372,24.2857,-1.1321
-55.2890,24.1818,-1.1360
-55.2413,24.0775,-1.1394
-55.1943,23.9731,-1.1459
-55.1470,23.8683,-1.1449
-55.0979,23.7645,-1.1331
-55.0482,23.6612,-1.1269
-54.9998,23.5591,-1.1306
-54.9537,23.4566,-1.1417
-54.9078,23.3531,-1.1489
-54.8609,23.2489,-1.1478
-54.8136,23.1439,-1.1480
-54.7662,23.0391,-1.1465
-54.7181,22.9343,-1.1415
-54.6694,22.8300,-1.1354
-54.6202,22.7260,-1.1299
-54.5713,22.6218,-1.1330
-54.5234,22.5170,-1.1398
-54.4748,22.4125,-1.1362
-54.4268,22.3071,-1.1406
-54.3787,22.2018,-1.1410
-54.3303,22.0968,-1.1392
-54.2811,21.9924,-1.1317
-54.2314,21.8879,-1.1285
-54.1822,21.7835,-1.1311
-54.1331,21.6786,-1.1330
-54.0838,21.5735,-1.1319
-54.0348,21.4685,-1.1336
-53.9860,21.3636,-1.1339
-53.9380,21.2590,-1.1397
-53.8897,21.1544,-1.1376
-53.8407,21.0495,-1.1353
-53.7912,20.9458,-1.1273
-53.7409,20.8429,-1.1199
-53.6906,20.7391,-1.1206
-53.6399,20.6356,-1.1155
-53.5892,20.5328,-1.1142
-53.5409,20.4298,-1.1268
-53.4921,20.3264,-1.1299
-53.4442,20.2224,-1.1364
-53.3967,20.1178,-1.1406
-53.3482,20.0131,-1.1364
-53.2981,19.9090,-1.1268
-53.2476,19.8048,-1.1209
-53.1960,19.7011,-1.1135
-53.1454,19.5968,-1.1178
-53.0946,19.4921,-1.1187
-53.0446,19.3879,-1.1233
-52.9942,19.2844,-1.1195
-52.9439,19.1801,-1.1210
-52.8932,19.0760,-1.1175
-52.8420,18.9717,-1.1150
-52.7912,18.8678,-1.1147
-52.7396,18.7642,-1.1112
-52.6884,18.6601,-1.1125
-52.6369,18.5563,-1.1108
-52.5843,18.4531,-1.1024
-52.5317,18.3498,-1.1024
-52.4802,18.2468,-1.1069
-52.4285,18.1436,-1.1064
-52.3772,18.0402,-1.1096
-52.3267,17.9366,-1.1141
-52.2767,17.8327,-1.1191
-52.2256,17.7289,-1.1145
-52.1745,17.6250,-1.1147
-52.1228,17.5215,-1.1099
-52.0709,17.4176,-1.1087
-52.0187,17.3147,-1.1020
-51.9655,17.2131,-1.0937
-51.9124,17.1110,-1.0923
-51.8598,17.0089,-1.0958
-51.8063,16.9064,-1.0916
-51.7534,16.8036,-1.0961
-51.7003,16.7005,-1.0935
-51.6472,16.5978,-1.0950
-51.5955,16.4943,-1.1029
-51.5436,16.3908,-1.1033
-51.4908,16.2876,-1.0996
-51.4379,16.1839,-1.1002
-51.3853,16.0811,-1.0981
-51.3322,15.9787,-1.0948
-51.2785,15.8762,-1.0897
-51.2239,15.7739,-1.0841
-51.1697,15.6710,-1.0855
-51.1156,15.5678,-1.0873
-51.0606,15.4655,-1.0793
-51.0057,15.3651,-1.0747
-50.9523,15.2640,-1.0827
-50.8986,15.1622,-1.0836
-50.8444,15.0603,-1.0834
-50.7903,14.9586,-1.0821
-50.7354,14.8570,-1.0772
-50.6803,14.7553,-1.0749
-50.6254,14.6545,-1.0733
-50.5719,14.5529,-1.0832
-50.5177,14.4521,-1.0765
-50.4627,14.3510,-1.0746
-50.4079,14.2494,-1.0762
-50.3534,14.1471,-1.0794
-50.2987,14.0449,-1.0784
-50.2444,13.9435,-1.0792
-50.1899,13.8427,-1.0783
-50.1363,13.7410,-1.0829
-50.0822,13.6392,-1.0829
-50.0283,13.5376,-1.0831
-49.9736,13.4366,-1.0767
-49.9188,13.3352,-1.0759
-49.8635,13.2334,-1.0741
-49.8079,13.1313,-1.0738
-49.7528,13.0291,-1.0755
-49.6970,12.9272,-1.0712
-49.6417,12.8253,-1.0743
-49.5870,12.7230,-1.0777
-49.5319,12.6219,-1.0730
-49.4769,12.5203,-1.0742
-49.4213,12.4192,-1.0695
-49.3657,12.3177,-1.0692
-49.3091,12.2171,-1.0609
-49.2514,12.1166,-1.0534
-49.1949,12.0157,-1.0598
-49.1390,11.9144,-1.0653
-49.0826,11.8132,-1.0622
-49.0263,11.7118,-1.0635
-48.9694,11.6113,-1.0569
-48.9112,11.5122,-1.0449
-48.8529,11.4130,-1.0418
-48.7944,11.3133,-1.0404
-48.7368,11.2136,-1.0461
-48.6788,11.1139,-1.0437
-48.6199,11.0146,-1.0382
-48.5606,10.9164,-1.0301
-48.5005,10.8179,-1.0259
-48.4402,10.7199,-1.0208
-48.3792,10.6225,-1.0140
-48.3183,10.5247,-1.0145
-48.2575,10.4264,-1.0163
-48.1972,10.3275,-1.0212
-48.1363,10.2297,-1.0147
-48.0745,10.1324,-1.0082
-48.0124,10.0361,-1.0011
-47.9508,9.9391,-1.0051
-47.8894,9.8420,-1.0056
-47.8271,9.7460,-0.9974
-47.7647,9.6521,-0.9885
-47.7019,9.5571,-0.9879
-47.6385,9.4616,-0.9862
-47.5743,9.3662,-0.9795
-47.5094,9.2727,-0.9683
-47.4437,9.1790,-0.9632
-47.3779,9.0850,-0.9615
-47.3131,8.9901,-0.9691
-47.2472,8.8952,-0.9637
-47.1808,8.8006,-0.9607
-47.1138,8.7061,-0.9572
-47.0480,8.6115,-0.9622
-46.9822,8.5161,-0.9647
-46.9164,8.4216,-0.9631
-46.8498,8.3275,-0.9566
-46.7830,8.2334,-0.9553
-46.7165,8.1385,-0.9588
-46.6498,8.0434,-0.9578
-46.5823,7.9486,-0.9541
-46.5147,7.8546,-0.9490
-46.4484,7.7599,-0.9587
-46.3822,7.6648,-0.9605
-46.3149,7.5700,-0.9557
-46.2475,7.4754,-0.9519
-46.1792,7.3810,-0.9470
-46.1110,7.2866,-0.9465
-46.0429,7.1925,-0.9448
-45.9753,7.0986,-0.9463
-45.9090,7.0050,-0.9531
-45.8431,6.9104,-0.9590
-45.7767,6.8160,-0.9576
-45.7101,6.7218,-0.9559
-45.6432,6.6287,-0.9494
-45.5759,6.5348,-0.9500
-45.5086,6.4408,-0.9488
-45.4411,6.3467,-0.9485
-45.3740,6.2528,-0.9505
-45.3076,6.1582,-0.9554
-45.2407,6.0635,-0.9554
-45.1733,5.9686,-0.9537
-45.1057,5.8740,-0.9518
-45.0390,5.7792,-0.9566
-44.9725,5.6839,-0.9603
-44.9058,5.5894,-0.9555
-44.8384,5.4956,-0.9505
-44.7712,5.4015,-0.9514
-44.7037,5.3067,-0.9517
-44.6358,5.2121,-0.9481
-44.5671,5.1180,-0.9432
-44.4989,5.0239,-0.9443
-44.4322,4.9299,-0.9511
-44.3650,4.8359,-0.9499
-44.2975,4.7421,-0.9477
-44.2291,4.6489,-0.9401
-44.1621,4.5553,-0.9480
-44.0954,4.4611,-0.9521
-44.0277,4.3675,-0.9471
-43.9602,4.2735,-0.9486
-43.8941,4.1793,-0.9565
-43.8279,4.0846,-0.9591
-43.7611,3.9906,-0.9538
-43.6932,3.8970,-0.9464
-43.6250,3.8041,-0.9417
-43.5582,3.7100,-0.9509
-43.4912,3.6161,-0.9497
-43.4235,3.5225,-0.9463
-43.3563,3.4288,-0.9479
-43.2900,3.3345,-0.9554
-43.2238,3.2393,-0.9607
-43.1566,3.1447,-0.9541
-43.0889,3.0505,-0.9505
-43.0216,2.9560,-0.9518
-42.9543,2.8616,-0.9514
-42.8866,2.7675,-0.9471
-42.8188,2.6736,-0.9470
-42.7529,2.5799,-0.9563
-42.6874,2.4854,-0.9609
-42.6211,2.3914,-0.9569
-42.5538,2.2977,-0.9501
-42.4865,2.2049,-0.9463
-42.4204,2.1113,-0.9535
-42.3539,2.0168,-0.9556
-42.2865,1.9224,-0.9516
-42.2185,1.8281,-0.9486
