x,y,speed
-37.2686,-5.1107,5.8662
-37.2054,-5.2071,5.8577
-37.1438,-5.3039,5.8571
-37.0820,-5.4014,5.8467
-37.0195,-5.4986,5.8263
-36.9576,-5.5960,5.7955
-36.8968,-5.6931,5.7610
-36.8374,-5.7901,5.7326
-36.7795,-5.8870,5.7244
-36.7221,-5.9844,5.7362
-36.6659,-6.0827,5.7745
-36.6108,-6.1817,5.8209
-36.5552,-6.2817,5.8601
-36.5002,-6.3824,5.8856
-36.4444,-6.4825,5.9013
-36.3889,-6.5823,5.8990
-36.3340,-6.6827,5.8898
-36.2797,-6.7836,5.8839
-36.2256,-6.8848,5.8812
-36.1719,-6.9861,5.8714
-36.1182,-7.0873,5.8567
-36.0634,-7.1876,5.8408
-36.0081,-7.2882,5.8131
-35.9531,-7.3884,5.7750
-35.8969,-7.4875,5.7408
-35.8408,-7.5856,5.7091
-35.7832,-7.6837,5.6680
-35.7253,-7.7802,5.6161
-35.6658,-7.8763,5.5380
-35.6056,-7.9721,5.4011
-35.5454,-8.0651,5.2161
-35.4844,-8.1563,5.0143
-35.4213,-8.2455,4.8111
-35.3583,-8.3283,4.6268
-35.2939,-8.4049,4.4975
-35.2158,-8.4883,4.4013
-35.1345,-8.5690,4.2816
-35.0510,-8.6453,4.1250
-34.9660,-8.7155,3.9467
-34.8791,-8.7791,3.7518
-34.7904,-8.8355,3.5580
-34.6993,-8.8862,3.4151
-34.5987,-8.9303,3.3575
-34.4946,-8.9677,3.3688
-34.3867,-8.9968,3.4387
-34.2806,-9.0167,3.5797
-34.1726,-9.0286,3.7883
-34.0616,-9.0336,4.0384
-33.9611,-9.0325,4.3299
-33.8578,-9.0276,4.6495
-33.7525,-9.0173,4.9644
-33.6422,-9.0040,5.2499
-33.5275,-8.9875,5.4829
-33.4247,-8.9731,5.6403
-33.3201,-8.9578,5.7286
-33.2133,-8.9405,5.7695
-33.1048,-8.9231,5.7695
-32.9947,-8.9050,5.7522
-32.8844,-8.8858,5.7441
-32.7735,-8.8651,5.7512
-32.6634,-8.8434,5.7716
-32.5525,-8.8208,5.8052
-32.4409,-8.7974,5.8421
-32.3292,-8.7736,5.8733
-32.2180,-8.7487,5.8907
-32.1061,-8.7244,5.8900
-31.9940,-8.6995,5.8800
-31.8826,-8.6747,5.8685
-31.7711,-8.6487,5.8630
-31.6602,-8.6222,5.8723
-31.5496,-8.5946,5.8909
-31.4388,-8.5678,5.9077
-31.3281,-8.5399,5.9275
-31.2171,-8.5116,5.9433
-31.1063,-8.4837,5.9455
-30.9953,-8.4553,5.9343
-30.8837,-8.4282,5.9212
-30.7724,-8.4001,5.9037
-30.6610,-8.3733,5.8866
-30.5505,-8.3463,5.8715
-30.4399,-8.3176,5.8762
-30.3285,-8.2882,5.8861
-30.2172,-8.2587,5.8965
-30.1060,-8.2289,5.9043
-29.9948,-8.2006,5.9160
-29.8836,-8.1713,5.9154
-29.7730,-8.1418,5.9104
-29.6629,-8.1118,5.9048
-29.5524,-8.0820,5.8969
-29.4425,-8.0512,5.8834
-29.3319,-8.0215,5.8701
-29.2214,-7.9921,5.8664
-29.1105,-7.9642,5.8657
-28.9992,-7.9345,5.8730
-28.8882,-7.9042,5.8804
-28.7772,-7.8752,5.8888
-28.6667,-7.8469,5.8924
-28.5560,-7.8173,5.8892
-28.4449,-7.7883,5.8768
-28.3335,-7.7581,5.8725
-28.2229,-7.7269,5.8764
-28.1129,-7.6965,5.8785
-28.0023,-7.6665,5.8886
-27.8921,-7.6379,5.9094
-27.7817,-7.6087,5.9261
-27.6710,-7.5801,5.9364
-27.5604,-7.5512,5.9470
-27.4495,-7.5216,5.9596
-27.3388,-7.4915,5.9597
-27.2275,-7.4624,5.9548
-27.1166,-7.4321,5.9488
-27.0056,-7.4029,5.9392
-26.8944,-7.3732,5.9209
-26.7832,-7.3428,5.9154
-26.6727,-7.3115,5.9171
-26.5618,-7.2812,5.9192
-26.4513,-7.2504,5.9247
-26.3404,-7.2213,5.9374
-26.2294,-7.1910,5.9446
-26.1184,-7.1620,5.9484
-26.0072,-7.1321,5.9485
-25.8955,-7.1019,5.9401
-25.7843,-7.0713,5.9208
-25.6733,-7.0413,5.9000
-25.5627,-7.0103,5.8727
-25.4517,-6.9803,5.8495
-25.3410,-6.9512,5.8462
-25.2307,-6.9241,5.8549
-25.1205,-6.8957,5.8609
-25.0098,-6.8671,5.8811
-24.8996,-6.8373,5.9013
-24.7894,-6.8084,5.9056
-24.6791,-6.7784,5.9083
-24.5683,-6.7477,5.9182
-24.4575,-6.7171,5.9207
-24.3462,-6.6866,5.9279
-24.2351,-6.6574,5.9430
-24.1239,-6.6276,5.9520
-24.0124,-6.5985,5.9492
-23.9019,-6.5695,5.9417
-23.7913,-6.5400,5.9276
-23.6807,-6.5117,5.9092
-23.5697,-6.4823,5.8980
-23.4588,-6.4517,5.8976
-23.3480,-6.4209,5.9024
-23.2371,-6.3902,5.9051
-23.1270,-6.3604,5.9020
-23.0160,-6.3301,5.8911
-22.9048,-6.2989,5.8828
-22.7947,-6.2672,5.8724
-22.6842,-6.2366,5.8701
-22.5746,-6.2067,5.8775
-22.4646,-6.1781,5.8936
-22.3544,-6.1482,5.9061
-22.2437,-6.1201,5.9227
-22.1326,-6.0909,5.9333
-22.0209,-6.0610,5.9439
-21.9094,-6.0307,5.9465
-21.7981,-6.0015,5.9399
-21.6871,-5.9710,5.9296
-21.5757,-5.9415,5.9196
-21.4634,-5.9122,5.9073
-21.3527,-5.8828,5.8993
-21.2418,-5.8524,5.9052
-21.1311,-5.8216,5.9032
-21.0208,-5.7919,5.9007
-20.9102,-5.7624,5.8955
-20.7995,-5.7325,5.8874
-20.6887,-5.7042,5.8710
-20.5782,-5.6737,5.8701
-20.4680,-5.6423,5.8692
-20.3577,-5.6126,5.8711
-20.2471,-5.5822,5.8698
-20.1365,-5.5531,5.8731
-20.0264,-5.5234,5.8701
-19.9163,-5.4923,5.8742
-19.8061,-5.4615,5.8786
-19.6955,-5.4329,5.8939
-19.5851,-5.4029,5.9050
-19.4742,-5.3737,5.9149
-19.3633,-5.3427,5.9183
-19.2525,-5.3129,5.9209
-19.1409,-5.2835,5.9203
-19.0291,-5.2531,5.9194
-18.9177,-5.2232,5.9162
-18.8066,-5.1952,5.9187
-18.6964,-5.1654,5.9171
-18.5856,-5.1367,5.9100
-18.4744,-5.1069,5.9074
-18.3636,-5.0764,5.9144
-18.2534,-5.0460,5.9153
-18.1427,-5.0169,5.9188
-18.0317,-4.9872,5.9289
-17.9205,-4.9586,5.9284
-17.8093,-4.9288,5.9089
-17.6981,-4.8999,5.8851
-17.5861,-4.8713,5.8684
-17.4745,-4.8436,5.8455
-17.3641,-4.8144,5.8396
-17.2544,-4.7849,5.8568
-17.1451,-4.7537,5.8881
-17.0353,-4.7233,5.9141
-16.9247,-4.6932,5.9454
-16.8143,-4.6624,5.9663
-16.7040,-4.6327,5.9790
-16.5937,-4.6025,5.9789
-16.4827,-4.5725,5.9775
-16.3718,-4.5426,5.9739
-16.2609,-4.5125,5.9705
-16.1501,-4.4832,5.9593
-16.0388,-4.4524,5.9568
-15.9271,-4.4213,5.9501
-15.8167,-4.3917,5.9424
-15.7070,-4.3604,5.9320
-15.5965,-4.3308,5.9245
-15.4853,-4.3009,5.9093
-15.3744,-4.2702,5.9052
-15.2635,-4.2391,5.9020
-15.1524,-4.2092,5.9052
-15.0414,-4.1792,5.9121
-14.9307,-4.1510,5.9255
-14.8200,-4.1216,5.9317
-14.7090,-4.0929,5.9337
-14.5982,-4.0636,5.9319
-14.4871,-4.0338,5.9336
-14.3763,-4.0033,5.9336
-14.2655,-3.9736,5.9319
-14.1546,-3.9435,5.9349
-14.0436,-3.9150,5.9413
-13.9332,-3.8850,5.9433
-13.8226,-3.8560,5.9401
-13.7122,-3.8258,5.9370
-13.6014,-3.7956,5.9311
-13.4907,-3.7650,5.9121
-13.3798,-3.7348,5.8933
-13.2694,-3.7048,5.8805
-13.1584,-3.6763,5.8706
-13.0472,-3.6466,5.8624
-12.9371,-3.6156,5.8717
-12.8266,-3.5849,5.8798
-12.7154,-3.5544,5.8871
-12.6050,-3.5245,5.8929
-12.4939,-3.4954,5.9016
-12.3827,-3.4663,5.9075
-12.2721,-3.4378,5.9124
-12.1610,-3.4089,5.9165
-12.0501,-3.3790,5.9240
-11.9391,-3.3489,5.9276
-11.8279,-3.3186,5.9263
-11.7169,-3.2888,5.9295
-11.6051,-3.2593,5.9322
-11.4931,-3.2293,5.9303
-11.3827,-3.1983,5.9301
-11.2724,-3.1686,5.9309
-11.1625,-3.1376,5.9249
-11.0519,-3.1077,5.9193
-10.9413,-3.0777,5.9219
-10.8308,-3.0492,5.9274
-10.7203,-3.0198,5.9313
-10.6090,-2.9903,5.9419
-10.4977,-2.9598,5.9533
-10.3867,-2.9303,5.9597
-10.2760,-2.8995,5.9653
-10.1649,-2.8696,5.9742
-10.0531,-2.8396,5.9781
-9.9413,-2.8092,5.9749
-9.8307,-2.7793,5.9670
-9.7205,-2.7498,5.9521
-9.6102,-2.7195,5.9260
-9.4995,-2.6903,5.9011
-9.3888,-2.6611,5.8879
-9.2782,-2.6333,5.8793
-9.1673,-2.6042,5.8781
-9.0562,-2.5745,5.8899
-8.9454,-2.5439,5.9048
-8.8344,-2.5136,5.9135
-8.7237,-2.4842,5.9168
-8.6136,-2.4542,5.9121
-8.5034,-2.4242,5.9084
-8.3931,-2.3929,5.9039
-8.2825,-2.3625,5.9001
-8.1716,-2.3320,5.9040
-8.0613,-2.3035,5.9182
-7.9511,-2.2739,5.9240
-7.8410,-2.2444,5.9253
-7.7303,-2.2145,5.9225
-7.6190,-2.1843,5.9186
-7.5082,-2.1531,5.9057
-7.3971,-2.1234,5.8979
-7.2860,-2.0933,5.8984
-7.1752,-2.0650,5.9052
-7.0651,-2.0357,5.9057
-6.9548,-2.0061,5.9111
-6.8445,-1.9760,5.9142
-6.7342,-1.9460,5.9108
-6.6242,-1.9156,5.8959
-6.5133,-1.8868,5.8862
-6.4022,-1.8571,5.8771
-6.2913,-1.8292,5.8694
-6.1803,-1.8001,5.8657
-6.0699,-1.7704,5.8815
-5.9600,-1.7394,5.8973
-5.8493,-1.7098,5.9155
-5.7380,-1.6796,5.9288
-5.6265,-1.6499,5.9311
-5.5147,-1.6200,5.9226
-5.4037,-1.5895,5.9151
-5.2929,-1.5591,5.9012
-5.1812,-1.5292,5.8943
-5.0695,-1.5006,5.8945
-4.9586,-1.4725,5.8937
-4.8480,-1.4432,5.8935
-4.7370,-1.4151,5.8978
-4.6254,-1.3864,5.8988
-4.5155,-1.3558,5.9029
-4.4058,-1.3263,5.9112
-4.2957,-1.2959,5.9050
-4.1853,-1.2660,5.8882
-4.0747,-1.2359,5.8768
-3.9642,-1.2077,5.8682
-3.8537,-1.1794,5.8487
-3.7431,-1.1495,5.8529
-3.6326,-1.1187,5.8641
-3.5222,-1.0881,5.8592
-3.4119,-1.0576,5.8542
-3.3013,-1.0287,5.8544
-3.1901,-0.9991,5.8301
-3.0793,-0.9691,5.8111
-2.9699,-0.9372,5.8138
-2.8601,-0.9058,5.8085
-2.7504,-0.8750,5.8089
-2.6399,-0.8461,5.8325
-2.5288,-0.8167,5.8597
-2.4180,-0.7885,5.8756
-2.3070,-0.7592,5.8967
-2.1959,-0.7290,5.9176
-2.0848,-0.6987,5.9260
-1.9740,-0.6687,5.9242
-1.8635,-0.6384,5.9265
-1.7526,-0.6097,5.9250
-1.6415,-0.5793,5.9233
-1.5298,-0.5484,5.9188
-1.4183,-0.5183,5.9114
-1.3070,-0.4882,5.8988
-1.1956,-0.4575,5.8929
-1.0848,-0.4259,5.8866
-0.9752,-0.3963,5.8904
-0.8646,-0.3674,5.9060
-0.7531,-0.3377,5.9255
-0.6417,-0.3074,5.9416
-0.5304,-0.2782,5.9518
-0.4199,-0.2480,5.9536
-0.3089,-0.2176,5.9513
-0.1973,-0.1874,5.9446
-0.0860,-0.1568,5.9351
0.0254,-0.1264,5.9286
0.1366,-0.0978,5.9286
0.2477,-0.0680,5.9170
0.3588,-0.0386,5.9094
0.4700,-0.0085,5.9005
0.5810,0.0196,5.8947
0.6921,0.0489,5.8876
0.8034,0.0791,5.8895
0.9138,0.1099,5.8850
1.0246,0.1389,5.8813
1.1354,0.1688,5.8747
1.2461,0.1975,5.8654
1.3565,0.2281,5.8674
1.4670,0.2598,5.8794
1.5769,0.2896,5.8965
1.6868,0.3189,5.9176
1.7965,0.3494,5.9391
1.9070,0.3789,5.9471
2.0171,0.4094,5.9516
2.1279,0.4384,5.9524
2.2396,0.4680,5.9475
2.3509,0.4981,5.9421
2.4620,0.5275,5.9409
2.5728,0.5565,5.9309
2.6828,0.5868,5.9238
2.7931,0.6167,5.9213
2.9037,0.6473,5.9181
3.0146,0.6784,5.9130
3.1253,0.7075,5.9127
3.2362,0.7373,5.9103
3.3467,0.7661,5.8981
3.4564,0.7962,5.8789
3.5663,0.8259,5.8597
3.6775,0.8547,5.8478
3.7894,0.8829,5.8393
3.9004,0.9121,5.8419
4.0112,0.9426,5.8655
4.1216,0.9737,5.8875
4.2321,1.0029,5.9058
4.3429,1.0332,5.9208
4.4539,1.0638,5.9345
4.5646,1.0946,5.9335
4.6759,1.1245,5.9352
4.7876,1.1547,5.9406
4.8989,1.1837,5.9461
5.0097,1.2142,5.9521
5.1205,1.2435,5.9631
5.2318,1.2727,4.7762
5.3433,1.3021,3.5844
